I002,I006,I009,I010,I016,I022,I024,I034,I039,I040,I041,I044,I045,I052,I056,I057,I065,I069,I071,I075,I077,I087,I091,I094,I095,I096,I097,I098,I109,I111,I114,I119,I132,I135,I141,I143,I147,I148,I152,I159,I167,I173,I175,I182,I183,I184,I185,I188,I190,I212,I222,I224,I225,I228,I230,I234,I244,I251,I254,I257,I260,I267,I268,I274,I279,I282,I284,I289,I291,I294,I296,I298,I302,I304,I310,I311,I315,I317,I319,I324,I326,I327,I347,I349,I350,I354,I372,I377,I378,I379,I382,I391,I394,I395,I403,I412,I418,I421,I422,I430,I432,I439,I442,I444,I454,I458,I460,I465,I469,I478,I479,I481,I490,I495,I504,I506,I507,I512,I513,I514,I518,I522,I523,I525,I532,I535,I536,I538,I542,I544,I552,I572,I573,I585,I589,I600,I601,I608,I609
0.4996656,0.5083992,0.5202295,0.5369149,0.4969799,0.4824453,0.5286098,0.5590472,0.5160979,0.5618134,0.5636754,0.5284436,0.5434281,0.5663295,0.5638115,0.5740488,0.5156214,0.5032937,0.5122815,0.516313,0.5695707,0.537752,0.5536232,0.506045,0.5574502,0.5038219,0.5452142,0.4956847,0.5024738,0.4704862,0.5248287,0.5488224,0.5462772,0.4777497,0.5757558,0.5428618,0.5112677,0.4616303,0.5430789,0.482582,0.4758717,0.4961779,0.5394775,0.4491705,0.5352799,0.5201961,0.5466937,0.5275168,0.5208741,0.5693257,0.5115886,0.5252885,0.5551047,0.5021122,0.5070581,0.5233535,0.5204651,0.5154615,0.5311354,0.5130097,0.5339767,0.5012243,0.5345961,0.5325833,0.5079175,0.533357,0.5240314,0.5457708,0.5362298,0.5340331,0.5276259,0.5227373,0.5287505,0.551764,0.5288057,0.5269251,0.4991764,0.5297409,0.4765408,0.5260079,0.5504909,0.4516403,0.5247191,0.5335587,0.4979392,0.5409261,0.5228696,0.511463,0.4673546,0.5264812,0.535125,0.4909841,0.5082912,0.5094469,0.5389264,0.4837778,0.5125373,0.5198103,0.5351244,0.5967656,0.5281597,0.5236397,0.5166281,0.564855,0.5146427,0.4912114,0.514598,0.547015,0.5308837,0.5804788,0.5071643,0.5248609,0.5473021,0.4818681,0.5430327,0.5260174,0.5160049,0.4827166,0.537232,0.4837396,0.477753,0.519408,0.5163705,0.5139437,0.5224235,0.4628076,0.5169678,0.5481553,0.4895258,0.5246403,0.4718363,0.5299619,0.5295623,0.5087928,0.4876299,0.4944226,0.5063829,0.5079845,0.52442
0.1993757,0.1849089,0.1996508,0.207855,0.1785887,0.1559339,0.1851454,0.2195643,0.2027966,0.2268279,0.1771968,0.1946515,0.2020128,0.2242538,0.1946991,0.1743857,0.1898368,0.1691545,0.1920356,0.2055129,0.2309342,0.1617354,0.1795533,0.1865581,0.1990767,0.1967711,0.1674439,0.1978223,0.1816513,0.2513893,0.2086364,0.207365,0.1789053,0.1949522,0.1703974,0.1939814,0.1782013,0.1574699,0.1575193,0.1902221,0.1841457,0.1689816,0.2067425,0.1681185,0.1771743,0.183734,0.2029767,0.1503763,0.1832009,0.1792547,0.1490105,0.3008629,0.2336264,0.1974575,0.2030942,0.1853549,0.18242,0.191453,0.1560818,0.1761963,0.1938443,0.1963247,0.1678687,0.208791,0.2079101,0.208342,0.1763518,0.1870251,0.1923615,0.182023,0.1732063,0.1850636,0.2474794,0.190767,0.1931781,0.1619464,0.1943356,0.1784972,0.2007228,0.1651786,0.2092001,0.1396359,0.187151,0.140867,0.1745055,0.1756659,0.2021694,0.2159685,0.1968327,0.1037496,0.1251185,0.1467354,0.205828,0.193884,0.1620184,0.1930444,0.1722311,0.2068044,0.2163772,0.1816439,0.2138097,0.1855217,0.1660661,0.2066763,0.1655958,0.1857851,0.2074441,0.2090657,0.1865253,0.1904902,0.1459689,0.2176333,0.2357414,0.1665215,0.1815157,0.200609,0.1694025,0.1275777,0.1714373,0.1838866,0.1704452,0.2119753,0.1591076,0.1802658,0.163355,0.1960752,0.1843417,0.1841813,0.1761924,0.1949393,0.1610451,0.2104095,0.2121887,0.2119288,0.1343485,0.171505,0.2137215,0.2013115,0.2180586
0.4254276,0.4202961,0.4141287,0.4237368,0.4066917,0.4005198,0.4530214,0.3824455,0.4179784,0.4084777,0.3728806,0.431339,0.43892,0.3719972,0.3869719,0.4141174,0.4338205,0.3970833,0.394799,0.4384463,0.4052461,0.411148,0.3951872,0.3685945,0.4076331,0.3846511,0.3793077,0.4067716,0.4141312,0.4417252,0.4117374,0.4190751,0.4079661,0.4133371,0.4015747,0.387439,0.4019923,0.4158341,0.3876872,0.395061,0.4119197,0.3902546,0.4041467,0.4563234,0.409858,0.408351,0.4065635,0.3986391,0.4066096,0.3840976,0.434117,0.3745169,0.3912669,0.4098518,0.4133721,0.4101913,0.3832959,0.4208761,0.4256501,0.4078273,0.408897,0.4102421,0.4201602,0.438576,0.4313794,0.3963215,0.4015625,0.4088617,0.405277,0.4315086,0.4356715,0.3858179,0.404813,0.3923189,0.4005449,0.4367288,0.400268,0.3883733,0.3936242,0.4121419,0.4168965,0.433141,0.4011521,0.3993404,0.4277659,0.3941041,0.403218,0.4192868,0.4009404,0.4366277,0.4034923,0.429023,0.3969495,0.4156658,0.4096639,0.4426651,0.4107478,0.4103803,0.4035423,0.3723376,0.4189808,0.4047275,0.4244302,0.3983102,0.4228761,0.4459015,0.4120011,0.4102731,0.4033566,0.3820637,0.3908718,0.415576,0.3846864,0.4399741,0.4125713,0.3981113,0.4579224,0.4699607,0.3752213,0.3972979,0.4267192,0.4053089,0.3950343,0.372959,0.4071861,0.3596115,0.3849843,0.3886037,0.429802,0.4090391,0.4200636,0.4050937,0.4087285,0.3959135,0.4246028,0.4089956,0.3827406,0.4068655,0.3857403
0.8043615,0.7939979,0.7978917,0.8422284,0.8102573,0.8060654,0.804477,0.8217955,0.8139942,0.8206035,0.8286502,0.7890947,0.8183644,0.8073034,0.8160198,0.8412115,0.801736,0.8141756,0.8091794,0.8074385,0.809464,0.8047486,0.7994373,0.8248965,0.8332946,0.8032073,0.8078156,0.8108473,0.7998302,0.79323,0.8050008,0.8229643,0.8225274,0.8061021,0.8341743,0.79866,0.8000786,0.8070742,0.826002,0.8010156,0.7986309,0.7988741,0.8185638,0.7958574,0.8057809,0.8255224,0.8292552,0.8190241,0.7962977,0.8114301,0.8323517,0.7973015,0.8162734,0.7873084,0.7973784,0.7897871,0.824104,0.7957828,0.7891652,0.8032126,0.8087576,0.7963597,0.8013012,0.8078488,0.7875779,0.7947668,0.8093798,0.8143272,0.7821898,0.8012431,0.7849705,0.808039,0.8089938,0.8271495,0.8282678,0.7977019,0.801585,0.817219,0.7946554,0.8175722,0.7897422,0.7466011,0.8407119,0.8301927,0.8055426,0.8380004,0.8285552,0.8072057,0.7966909,0.7836448,0.8115049,0.7967053,0.8154896,0.8066511,0.7982241,0.7845796,0.8055061,0.7848303,0.8134619,0.8165418,0.8093703,0.8020914,0.806192,0.8184564,0.7851669,0.8236368,0.81515,0.827401,0.8085878,0.8127012,0.788558,0.7966824,0.8152578,0.7836171,0.8074133,0.808997,0.8306377,0.7873326,0.8211311,0.8003063,0.7954846,0.7854939,0.8095523,0.815492,0.802796,0.7757854,0.8041834,0.7973153,0.7928408,0.7895899,0.8187178,0.8009382,0.8208607,0.7835507,0.7900409,0.7880383,0.8118967,0.8347572,0.8069444
0.1105325,0.07189768,0.1066792,0.07126147,0.06104584,0.1038425,0.1158354,0.0356185,0.1218759,0.1047457,0.1325228,0.1147516,0.1206919,0.09702516,0.05387021,0.04315571,0.1043215,0.06146441,0.06214094,0.09797584,0.06017596,0.1064939,0.05359034,0.06113277,0.1007514,0.03702657,0.07275491,0.08585691,0.1564913,0.140954,0.1024424,0.0823688,0.05491992,0.09771262,0.06362347,0.05778587,0.0778311,0.137045,0.03274176,0.08810665,0.1146748,0.1035685,0.1195514,0.1564651,0.08042024,0.08266342,0.0790189,0.04400876,0.1186258,0.05568647,0.08269548,0.09079167,0.07893746,0.112583,0.1118493,0.1240028,0.08687718,0.1515999,0.09971659,0.09896431,0.1106594,0.1214894,0.1005047,0.07267693,0.08010892,0.1285076,0.09971756,0.07293272,0.05126037,0.1031536,0.08987503,0.1072503,0.1023806,0.07239454,0.05006402,0.1445569,0.1189044,0.1250939,0.0977515,0.08559818,0.0560879,0.1677145,0.1012613,0.08600034,0.16761,0.1148079,0.09036925,0.131537,0.07983758,0.06684467,0.06049138,0.086252,0.09829659,0.1177349,0.08732335,0.191789,0.105089,0.07806486,0.1054324,0.08048999,0.07441642,0.0842988,0.08207404,0.0641864,0.09750632,0.1263502,0.09284119,0.07203162,0.07756444,0.04283467,0.06949523,0.05517782,0.05451557,0.1085791,0.09308928,0.08771268,0.0958087,0.1067789,0.04380271,0.08330669,0.1490375,0.1043044,0.09837314,0.06207678,0.07924588,0.1019254,0.09191211,0.07179141,0.1406195,0.05608887,0.1165934,0.06404156,0.08848537,0.07537853,0.08098615,0.1091628,0.112514,0.1225098,0.07902512
0.1163617,0.0880089,0.1078712,0.1029853,0.09439495,0.1158609,0.09878457,0.07009861,0.1020823,0.1050236,0.1116669,0.09177426,0.08711684,0.09958819,0.08789954,0.083621,0.1169815,0.08151658,0.07854857,0.1058581,0.08252784,0.08690467,0.09010167,0.09294736,0.0719284,0.08669398,0.06855434,0.08329406,0.124598,0.1132623,0.1104288,0.08287173,0.08851478,0.0696902,0.05811368,0.07649232,0.08775421,0.1050953,0.06949122,0.09742859,0.1174905,0.1136754,0.139374,0.1145489,0.1099878,0.08346053,0.09081487,0.07295081,0.1025996,0.0812341,0.0962403,0.08889943,0.07607958,0.09890945,0.1027116,0.09159286,0.09996543,0.1370192,0.1060565,0.1101758,0.09045962,0.1075048,0.1186338,0.08894727,0.1597189,0.08625783,0.08500639,0.07667831,0.09151868,0.08595373,0.0916452,0.08006117,0.109816,0.08979082,0.09443624,0.1185358,0.1188976,0.09353537,0.1060108,0.08706526,0.09604662,0.149213,0.06820158,0.07966548,0.1207741,0.1159631,0.08650805,0.1158525,0.09959494,0.07380743,0.07694753,0.1130152,0.1191379,0.07902867,0.09169763,0.1142122,0.099461,0.08071473,0.1071381,0.07538054,0.1087762,0.08647425,0.1274197,0.0849008,0.09268407,0.1070285,0.07356193,0.09318613,0.09113804,0.06112777,0.1022806,0.08300669,0.07632418,0.111735,0.09407231,0.05740289,0.07833781,0.1371287,0.07768933,0.1199177,0.1166705,0.1158764,0.1151021,0.08635608,0.0833912,0.100078,0.104227,0.07953546,0.1051635,0.07514847,0.07728731,0.1129077,0.1160022,0.08335994,0.09709893,0.09521072,0.1011178,0.1016324,0.07554691
0.3869083,0.3431534,0.340183,0.3864992,0.32953,0.3492913,0.322714,0.3960718,0.3556184,0.3920048,0.3524606,0.3208818,0.386505,0.3762438,0.3546708,0.4136632,0.3515033,0.3372501,0.3410999,0.4069888,0.3504003,0.357518,0.4038402,0.3898744,0.4061732,0.3334181,0.3667971,0.352573,0.3414308,0.3341568,0.332368,0.3839672,0.3212818,0.3636083,0.4110574,0.4221305,0.3773135,0.3377073,0.3464614,0.311034,0.3554077,0.3445486,0.380579,0.3408072,0.3417964,0.3536591,0.3973526,0.3547877,0.3847777,0.3609609,0.4082922,0.3821313,0.377899,0.3920387,0.3511045,0.4019324,0.3735282,0.3822633,0.3588887,0.3582805,0.3389707,0.3658509,0.3686864,0.3813056,0.368056,0.3709792,0.3555928,0.3743081,0.3670013,0.3479444,0.3059405,0.371043,0.366767,0.40279,0.3919856,0.2992619,0.3171099,0.3857649,0.3547911,0.3679934,0.3724796,0.2684337,0.3147667,0.3179241,0.3192756,0.391792,0.3709825,0.3755774,0.3587763,0.3061687,0.3186653,0.3373535,0.3707834,0.4029056,0.3873445,0.3706945,0.3632924,0.3655388,0.3871483,0.3794899,0.3392259,0.343495,0.3521084,0.3774579,0.3402604,0.3264939,0.3646474,0.4094253,0.3795606,0.3981871,0.3574481,0.3939306,0.3877611,0.3150557,0.4030807,0.3391339,0.3559612,0.3115773,0.3830398,0.3397898,0.3424279,0.3776845,0.3603634,0.3602741,0.3595249,0.3373415,0.3238914,0.361891,0.3484817,0.3744008,0.3485957,0.3699031,0.377438,0.3956851,0.333426,0.3205826,0.3832805,0.3789685,0.3754631
0.2079281,0.1690972,0.1579564,0.1869711,0.154235,0.1813884,0.2044477,0.1471149,0.1898087,0.2195241,0.1704263,0.1595638,0.181699,0.1281421,0.1750219,0.159575,0.2099945,0.1832629,0.1468243,0.1544541,0.1629941,0.1856154,0.1413122,0.1643541,0.179651,0.1598838,0.158457,0.1611291,0.1902837,0.2003703,0.1777785,0.1788246,0.2025148,0.1607015,0.1485598,0.1559738,0.1832839,0.1789099,0.1499874,0.1924029,0.1911545,0.1554971,0.1736445,0.1872882,0.1612753,0.1541007,0.1612252,0.1606453,0.175707,0.1864492,0.1910972,0.1650267,0.1583208,0.1860321,0.1990313,0.1822754,0.1832234,0.1678808,0.1559942,0.1622254,0.1813648,0.177582,0.1814301,0.1960405,0.1877033,0.1796069,0.1939681,0.1779143,0.1841067,0.1530126,0.1657358,0.1747808,0.1829628,0.1481012,0.1563772,0.1977408,0.2018004,0.1755374,0.1754281,0.1618642,0.1688887,0.1949547,0.1780085,0.1657975,0.1987263,0.1846695,0.1679672,0.1738897,0.1881549,0.2162241,0.1524812,0.2116747,0.1913571,0.1399918,0.1877813,0.2006948,0.1813955,0.1556891,0.1999495,0.1454156,0.1949676,0.1722721,0.2189552,0.1703968,0.181348,0.1910721,0.1548396,0.1851874,0.1907804,0.1589828,0.1725167,0.189547,0.1656881,0.1872076,0.1684004,0.1567854,0.1701715,0.195913,0.1424731,0.1982665,0.2061846,0.1845794,0.1963163,0.1571133,0.1641105,0.1258207,0.1683524,0.1706945,0.1857269,0.1807668,0.1801088,0.1789938,0.2035907,0.1904847,0.2003526,0.1584876,0.1656253,0.164241,0.1942066
0.1882659,0.1758251,0.1976681,0.2091571,0.1803802,0.1954904,0.242576,0.1839559,0.2170435,0.1856314,0.2008263,0.2326052,0.1850163,0.1286502,0.2325175,0.1873762,0.1763333,0.2237613,0.1579927,0.1999324,0.1909896,0.187519,0.1567977,0.1923028,0.1820182,0.1614327,0.1955354,0.1924279,0.2131989,0.2204685,0.2121782,0.1790519,0.174404,0.1848256,0.1443716,0.1768214,0.2011554,0.21563,0.1642983,0.1996415,0.1700551,0.1850175,0.1896463,0.2254647,0.2406669,0.1951842,0.1894055,0.2180035,0.2030095,0.2189006,0.1653545,0.177007,0.2109008,0.2100151,0.1998913,0.1680431,0.194759,0.2127476,0.1886918,0.1488749,0.2242915,0.2156744,0.2053986,0.2150546,0.1939568,0.2132724,0.2020379,0.1946231,0.1856096,0.1647686,0.1854683,0.1974149,0.1964707,0.20616,0.1905558,0.2067308,0.2330406,0.1775792,0.1987673,0.1749684,0.1696278,0.3353866,0.1592803,0.1634956,0.2198101,0.2012525,0.1893688,0.1972093,0.2061228,0.2001332,0.1886315,0.2199464,0.1872427,0.1740713,0.2044474,0.224551,0.2047838,0.1840035,0.1641103,0.1618557,0.1938252,0.1992899,0.1843129,0.1830899,0.2301876,0.2321341,0.2147776,0.2069506,0.1524693,0.1503683,0.1559523,0.1839869,0.18781,0.2265529,0.1802302,0.1980249,0.1974488,0.2917888,0.1732517,0.2218336,0.2618918,0.1669994,0.1983102,0.1826657,0.1837639,0.1671743,0.2330662,0.2007924,0.1910163,0.1905935,0.1985749,0.2146788,0.1775014,0.2313636,0.1996717,0.1829933,0.1787862,0.1793318,0.1965106
0.1184794,0.08445107,0.1083979,0.07932021,0.05882425,0.08788822,0.1044664,0.0873005,0.1073649,0.1221235,0.1290317,0.11528,0.1258447,0.05136302,0.08230491,0.07569901,0.1207966,0.1146029,0.06891225,0.1281168,0.09024302,0.1264607,0.07555524,0.09300787,0.07595389,0.07422787,0.1165634,0.08403328,0.1046243,0.1117368,0.093812,0.09230312,0.1151624,0.1102305,0.05161272,0.05890655,0.09049595,0.1019395,0.07891601,0.08756916,0.1254425,0.1139576,0.1138241,0.1033599,0.1146542,0.09881914,0.1187768,0.1035983,0.1290225,0.09628199,0.1259025,0.1093887,0.098332,0.0927395,0.154383,0.1121075,0.1029541,0.1094269,0.1192817,0.114011,0.1271276,0.08845241,0.1081654,0.130924,0.1181931,0.08843009,0.1199711,0.1027726,0.09952736,0.08492614,0.1006482,0.0899615,0.1042779,0.07724807,0.08859391,0.1202083,0.1145187,0.0918272,0.07742,0.09263714,0.1091975,0.1248421,0.09788246,0.0653391,0.1315667,0.08051647,0.08955894,0.1306802,0.115907,0.09142033,0.08261526,0.1501351,0.1303235,0.08898596,0.09249483,0.1087462,0.1133962,0.08440877,0.09883656,0.09900488,0.1111111,0.1332248,0.1097572,0.06363885,0.08530065,0.1525567,0.08820104,0.1097666,0.09210308,0.07494295,0.08847546,0.1020693,0.0960405,0.1006999,0.1123896,0.09822089,0.1035375,0.1123125,0.08633048,0.1006175,0.1325665,0.0917858,0.07609328,0.08506511,0.09411754,0.1056858,0.1163389,0.06410428,0.1091038,0.07567973,0.1080474,0.07829344,0.1052926,0.07429694,0.1173172,0.1130224,0.08443413,0.09216856,0.09341268
0.09901627,0.07204724,0.07274325,0.1054885,0.06213715,0.08936572,0.09269877,0.07762616,0.09716919,0.09747632,0.06187854,0.0828655,0.08364987,0.08941353,0.07573828,0.06776494,0.086838,0.09225873,0.05749382,0.1075586,0.07098508,0.09422864,0.07586645,0.06133033,0.04661293,0.04578598,0.06454023,0.1006208,0.08818056,0.1153231,0.06466665,0.09572192,0.1088258,0.09684197,0.04933857,0.07968356,0.07353429,0.09116634,0.0601647,0.09097783,0.1180979,0.09037232,0.1274423,0.08387176,0.08457474,0.06858088,0.09670211,0.05887617,0.08373939,0.06449831,0.08628862,0.09820683,0.07800638,0.09744024,0.1136328,0.1189719,0.1117377,0.09944176,0.09569643,0.09141261,0.1191441,0.09807396,0.1035842,0.1120905,0.09570809,0.09176262,0.07773989,0.08293834,0.08767424,0.08999217,0.08160737,0.07671613,0.1054983,0.06448218,0.09642307,0.09815586,0.08981252,0.09803199,0.08597418,0.08638767,0.07767481,0.1462855,0.07700178,0.07284882,0.1069115,0.07628106,0.08232942,0.09438173,0.07055116,0.0847163,0.07425545,0.107913,0.08082498,0.07657775,0.08092221,0.1080615,0.1187185,0.07723666,0.1013109,0.05688369,0.1119117,0.1149704,0.1091224,0.1087872,0.05129356,0.1499133,0.07568969,0.08251089,0.06536176,0.03525566,0.08313832,0.0930091,0.06687512,0.08559038,0.08028634,0.09005734,0.08806434,0.1038641,0.0684149,0.133634,0.1065869,0.09824144,0.1073838,0.06801513,0.08448027,0.08267726,0.08566041,0.08730836,0.113182,0.08513507,0.06116053,0.05694326,0.1092663,0.07352073,0.09501224,0.09261062,0.06367209,0.1008594,0.1106983
0.04327458,0.02086747,0.01741597,0.02068963,0.02511014,0.03085094,0.03649377,0.03403288,0.01001539,0.01886913,0.01754122,0.02334725,0.03226983,0.02644173,0.02854538,0.0240125,0.0164947,0.02645468,0.01660142,0.02168551,0.02345147,0.01321919,0.015398,0.01710888,0.0239836,0.009680892,0.01484274,0.0419395,0.03319663,0.02540549,0.01224741,0.01125128,0.01146776,0.01722077,0.01611833,0.01931246,0.03151664,0.04875786,0.00753971,0.02756919,0.02613446,0.0325165,0.01669065,0.06305834,0.03175795,0.02118204,0.01598279,0.02331398,0.03591249,0.02618256,0.01316844,0.03707982,0.01496266,0.04767514,0.04311226,0.04830293,0.03372897,0.04922456,0.02536106,0.02260781,0.02985345,0.01867777,0.01632264,0.03414955,0.0253838,0.0154507,0.01725514,0.01249374,0.01946798,0.008338839,0.0218282,0.01706589,0.03559791,0.01966305,0.01930577,0.01914728,0.03284607,0.008846354,0.0326625,0.02950855,0.02206636,0.04252607,0.01509506,0.02534242,0.01965925,0.01075467,0.01803594,0.03273465,0.03273591,0.02063593,0.02934909,0.05561755,0.01337974,0.01086014,0.02323503,0.03353192,0.0334695,0.01790325,0.02949674,0.02423628,0.0259141,0.01578122,0.02654266,0.007725813,0.00987495,0.05093447,0.0227414,0.02322876,0.02117588,0.02746394,0.01716216,0.02103077,0.02030739,0.02351231,0.02180832,0.02726347,0.0150077,0.06915522,0.01443305,0.02284919,0.06530421,0.02639415,0.02542935,0.02207469,0.03208326,0.01993326,0.02371627,0.01138972,0.02696192,0.01624627,0.0299492,0.01921194,0.01483238,0.01865753,0.02651591,0.02191938,0.01859834,0.03388461,0.03218992
0.2383005,0.1890133,0.1958249,0.2176484,0.1747725,0.2181166,0.1765902,0.137899,0.2331427,0.1605226,0.1794989,0.2459766,0.2143701,0.1569263,0.1709219,0.1580154,0.2580458,0.1820759,0.1243601,0.1984939,0.1679211,0.1773208,0.1569396,0.1474089,0.1471993,0.1624477,0.1785957,0.2015919,0.2358969,0.2206977,0.1998332,0.1792435,0.1861747,0.1860673,0.1298159,0.1305615,0.1749419,0.2331621,0.1491506,0.2241593,0.3264529,0.2154646,0.2145555,0.1906185,0.2025589,0.1589241,0.1450544,0.1579166,0.1563374,0.2260903,0.1551182,0.1723661,0.1668609,0.2213644,0.2061636,0.2105373,0.1809643,0.1732674,0.1548795,0.1797938,0.2021334,0.2346954,0.1910906,0.1830587,0.1975001,0.1936654,0.1640865,0.1414413,0.1264775,0.1632859,0.1730125,0.1619051,0.2051005,0.1672559,0.1948578,0.2249363,0.2267189,0.1493865,0.1901082,0.1745695,0.1512808,0.2860574,0.1720428,0.1580651,0.2270104,0.1798365,0.1914512,0.2263189,0.2104457,0.1845134,0.1375229,0.2590695,0.2083822,0.1596611,0.1993849,0.2481967,0.2127053,0.1620979,0.1812788,0.1402835,0.2350115,0.1839339,0.1792977,0.162147,0.2192923,0.2037625,0.1748331,0.187587,0.1779347,0.1433141,0.1577735,0.194734,0.1498287,0.2262577,0.1781579,0.2123626,0.1631339,0.2170299,0.1554021,0.2236103,0.2651029,0.1822202,0.1802758,0.1805569,0.1666612,0.18564,0.2337062,0.1675278,0.238505,0.1606854,0.1766405,0.1710136,0.2471724,0.1900115,0.1714487,0.1864681,0.1671178,0.231184,0.1580929
0.2270276,0.1824283,0.21479,0.1732384,0.1750771,0.1779587,0.1883195,0.1389135,0.2036959,0.1719065,0.1911393,0.2360649,0.180151,0.1329715,0.139046,0.156532,0.218501,0.1980603,0.1371315,0.2179007,0.1656668,0.1779605,0.1576767,0.1659837,0.1126274,0.1368143,0.172921,0.176303,0.2010279,0.2255291,0.1882416,0.1774929,0.1662977,0.171232,0.1355753,0.1552979,0.1909733,0.2096131,0.1401913,0.1930868,0.2144767,0.2040161,0.1760537,0.1601947,0.1777798,0.151568,0.1514049,0.1550166,0.1702966,0.1554443,0.1576515,0.168605,0.1528318,0.1947624,0.2079404,0.2160276,0.155002,0.1775934,0.1634855,0.1584788,0.179287,0.1995624,0.1894874,0.1831673,0.2480909,0.1552233,0.1668726,0.1728355,0.1381927,0.1569672,0.1499106,0.1686408,0.1880951,0.1363356,0.1695243,0.2131322,0.2472711,0.1577045,0.196373,0.1654415,0.1839264,0.2760027,0.196274,0.1740306,0.2431506,0.1602,0.1761799,0.1951832,0.1769153,0.1377739,0.1264785,0.2435081,0.2188345,0.1333105,0.1566427,0.2220449,0.2194613,0.1630748,0.1772742,0.1377223,0.16353,0.1497799,0.2114233,0.160144,0.2004051,0.2266955,0.1506864,0.2011077,0.1622004,0.1214651,0.1658886,0.1631837,0.1520899,0.1950799,0.1996686,0.1808551,0.1608904,0.2411756,0.1424376,0.1835907,0.2668199,0.167868,0.1674017,0.1937101,0.1632387,0.1718282,0.1895731,0.1634857,0.201145,0.1578834,0.1919703,0.1772603,0.1957808,0.1663575,0.2175563,0.1462962,0.1663452,0.1751304,0.1768704
0.5942561,0.567336,0.5640358,0.6532912,0.5617979,0.5983338,0.6063165,0.5783948,0.5263688,0.6202369,0.5445874,0.5778124,0.60314,0.4686934,0.5889739,0.5750582,0.6435362,0.5880115,0.5487977,0.5811771,0.6034809,0.6049151,0.5291957,0.4958407,0.6687906,0.578151,0.5578851,0.6074266,0.6359878,0.6021212,0.5963359,0.5588155,0.5538272,0.6013061,0.6128999,0.6276067,0.6084755,0.612282,0.5542774,0.5798911,0.5535764,0.5952816,0.6755837,0.4652494,0.5636257,0.5754786,0.6019805,0.6365099,0.581037,0.5825664,0.5323837,0.5084955,0.5764903,0.5697237,0.5827715,0.6033447,0.5554584,0.5874971,0.5059196,0.5942867,0.6808162,0.5758384,0.6523672,0.628538,0.7524763,0.596633,0.5808244,0.621258,0.5602143,0.600832,0.63352,0.5596904,0.5490977,0.5519331,0.61388,0.6545125,0.5927246,0.5802334,0.5976435,0.550904,0.5569212,0.6454566,0.5635489,0.5163279,0.6154147,0.5287982,0.6384012,0.632934,0.5612307,0.5381091,0.5373191,0.5844634,0.5870166,0.5780092,0.598281,0.6383573,0.6117259,0.5451466,0.5964291,0.5772315,0.604946,0.552299,0.665998,0.5272727,0.655668,0.6018276,0.6384777,0.623134,0.5374929,0.5392663,0.6285738,0.584323,0.5342155,0.6749588,0.6382483,0.650093,0.6530461,0.708061,0.6356786,0.5644569,0.5932772,0.5601835,0.6327713,0.4895979,0.6037894,0.5366124,0.5261582,0.6483909,0.6224058,0.5455287,0.5762115,0.5796589,0.6143788,0.5884308,0.6037523,0.6363195,0.5585356,0.664741,0.6079443
0.3213564,0.1919561,0.2313814,0.2135863,0.1682039,0.2089633,0.2343254,0.1740747,0.2490123,0.255858,0.2215998,0.2065168,0.2409139,0.2340494,0.1909667,0.2113927,0.2567508,0.274341,0.156004,0.2569669,0.1990342,0.2178941,0.1691487,0.2423623,0.1720615,0.2061712,0.1855452,0.2572015,0.238344,0.241838,0.2261446,0.2238971,0.1896773,0.2171685,0.188842,0.1870598,0.2112503,0.215845,0.1880568,0.2641131,0.23697,0.1952389,0.1887906,0.2399359,0.2258966,0.2150754,0.196944,0.164169,0.186639,0.1952458,0.1945066,0.2045901,0.1876116,0.2284203,0.2295868,0.2181699,0.2227585,0.2375015,0.1815896,0.1925712,0.2816466,0.2593359,0.1992185,0.2559084,0.3163215,0.2035951,0.1970014,0.2000351,0.1598708,0.2029736,0.205002,0.1936242,0.248301,0.1947972,0.2094776,0.2488987,0.2638781,0.2146234,0.2055811,0.1800124,0.2040016,0.2570176,0.2087472,0.1697126,0.2393149,0.1718642,0.2163353,0.2633664,0.2054769,0.2503722,0.133373,0.2294071,0.2254969,0.173296,0.2223102,0.2107582,0.2830944,0.2084447,0.2023726,0.2031625,0.235326,0.189742,0.2111198,0.1915677,0.2074521,0.2212723,0.195964,0.2208002,0.1997434,0.1697906,0.1699852,0.2068227,0.1903445,0.2329142,0.1973898,0.22233,0.1942936,0.2687075,0.1832481,0.2479383,0.247031,0.2218781,0.1964201,0.2577837,0.1887991,0.1611445,0.2325202,0.1800233,0.2625121,0.222662,0.2047994,0.2103151,0.2197649,0.2103374,0.3497392,0.1970068,0.1801687,0.2045017,0.237428
